date,username,tweet
2022-10-01 14:08:49,rickimwt,"Pengaruh besar kepemimpinan seorang Jokowi pada KTT G20, luar biasa Optimiss Jambi  #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/uKFLoKItG6"
2022-10-01 14:08:36,rickimwt,"Pengaruh besar kepemimpinan seorang Jokowi pada KTT G20, luar biasa  Jambi  #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/vabqJ2Q1Yc"
2022-10-01 14:07:12,GaekMinang,Dukung dan Sukseskan G20. Masyarakat Sumatera Barat Bangga Indonesia penyelenggara KTT G20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/fq1zOtOZ29
2022-10-01 14:06:31,GaekMinang,Wajah Baru TMII siap dipamerkan G20. Masyarakat Sumatera Barat Bangga Indonesia penyelenggara KTT G20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/ljluGLxHnJ
2022-10-01 14:05:42,GaekMinang,Jokowi Optimistis pertumbuhan ekonomi Indonesia tertinggi diantara negara G20 lainnya. Masyarakat Sumatera Barat Bangga Indonesia penyelenggara KTT G20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/K4PmiBivsc
2022-10-01 14:04:40,GaekMinang,"Dukung G20, Masyarakat Sumatera Barat Bangga Indonesia penyelenggara KTT G20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/hpC2vqnyty"
2022-10-01 14:04:06,liputan6dotcom,"KTT G20 Menghitung Hari, BMKG Siap dengan Skenario Terburuk Potensi Bencana Alam: Dwikorita menyebut berbagai aksi mitigasi tersebut telah dipersiapkan sejak Indonesia resmi memegang Presidensi G20 Desember 2021 lalu.  https://t.co/637FNdlfV9"
2022-10-01 14:02:06,PowerHijau74,"Mantapp, ayoo dukung perhelatan KTT G20 Sumatera Selatan  #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia"
2022-10-01 13:57:42,voidotid,"Menghadapi acara internasional seperti Konferensi Tingkat Tinggi (KTT)  G20, Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) sudah menyiapkan rencana menghadapi kontingensi akibat...  https://t.co/Lxsug9sKam"
2022-10-01 13:48:13,Linacuan,23 hotel sudah siap 100% untuk delegasi KTT G20  https://t.co/3hcIJmdTFq
